'2021-05-03 18:00:01',76.8036,5.71812,5.05579,'sth2014b258e'
'2021-05-03 18:10:01',37.3729,15.8094,7.13726,'sth201abdb80'
'2021-05-03 18:20:01',50.6988,14.0397,1.8089,'sth401795c68'
'2021-05-03 18:30:01',64.5684,15.7743,5.58918,'sth40197ca82'
'2021-05-03 18:40:01',50.4372,15.3965,5.86945,'sth201f250e2'
'2021-05-03 18:50:01',36.9086,11.6395,5.41056,'sth201ce1779'
'2021-05-03 19:00:01',35.0056,9.86632,2.7989,'sth401041041'
'2021-05-03 19:10:01',67.7698,7.40122,4.96693,'sth401d3bceb'
'2021-05-03 19:20:01',36.8621,5.3331,5.566,'sth201163424'
'2021-05-03 19:30:01',47.9924,5.6151,6.93108,'sth2011e6e04'
'2021-05-03 19:40:01',45.5132,5.17492,1.53912,'sth201254bcd'
'2021-05-03 19:50:01',34.9482,5.42813,6.79338,'sth401812d72'
'2021-05-03 20:00:01',36.8029,7.15896,6.68289,'sth4010ac12d'
'2021-05-03 20:10:01',39.9819,5.60197,7.25247,'sth401136e90'
'2021-05-03 20:20:01',40.5563,3.57951,6.11413,'sth401156a33'
'2021-05-03 20:30:01',40.1956,4.94975,6.51932,'sth20163c1d2'
'2021-05-03 20:40:01',69.5108,3.15592,6.00547,'sth201c80f38'
'2021-05-03 20:50:01',55.2647,2.62663,5.02499,'sth201b03a24'
'2021-05-03 21:00:01',42.158,3.41854,5.17792,'sth401bdc8b1'
'2021-05-03 21:10:01',36.6962,3.51636,5.26083,'sth401ffea3d'
'2021-05-03 21:20:01',59.5737,2.41537,2.33256,'sth4012ac650'
'2021-05-03 21:30:01',67.1633,5.27983,3.98278,'sth40111c3f0'
'2021-05-03 21:40:01',39.9883,5.54453,4.59403,'sth4018e9e17'
'2021-05-03 21:50:01',83.9921,2.63452,3.16438,'sth2010ae2c6'
'2021-05-03 22:00:01',42.9779,3.48821,6.20815,'sth201a61b61'
'2021-05-03 22:10:01',124.648,8.92195,4.37116,'sth201843f46'
'2021-05-03 22:20:01',79.3993,6.11428,4.70454,'sth201fb329b'
'2021-05-03 22:30:01',34.9741,4.76496,6.85016,'sth40152f8fb'
'2021-05-03 22:40:01',66.5374,9.14384,5.41421,'sth401f63ef8'
'2021-05-03 22:50:01',38.2267,6.55756,5.28217,'sth20186951e'
'2021-05-03 23:00:01',36.6736,6.7528,6.44706,'sth40122031a'
'2021-05-03 23:10:01',40.0047,4.19718,6.1551,'sth20193f5e2'
'2021-05-03 23:20:01',34.6728,9.61852,6.93556,'sth4016cc98f'
'2021-05-03 23:30:01',40.0047,13.8875,5.22268,'sth201a1300a'
'2021-05-03 23:40:01',34.9949,14.7051,6.92357,'sth401e81248'
'2021-05-03 23:50:01',39.9991,10.0188,5.66545,'sth401c82f1e'
'2021-05-04 00:00:01',41.1252,13.2953,5.58681,'sth4018d4cf1'
'2021-05-04 00:10:01',38.1105,14.0105,3.00149,'sth401080b8d'
'2021-05-04 00:20:01',42.4446,13.2476,5.41518,'sth2012931df'
'2021-05-04 00:30:01',39.1251,18.2838,7.11133,'sth4012d4a10'
'2021-05-04 00:40:01',39.9548,13.4808,5.5538,'sth201dc5a80'
'2021-05-04 00:50:01',45.229,14.9504,5.22483,'sth401a309ce'
'2021-05-04 01:00:01',45.4667,13.6409,5.67093,'sth201b54b70'
'2021-05-04 01:10:01',41.1179,13.2568,5.51732,'sth401399d25'
